id,value
id_100,17.18824457779255
id_101,25.39773250441089
id_102,14.281528997008287
id_103,14.38168172278128
id_104,24.56701942302682
id_105,39.66286519646742
id_106,32.790270870827314
id_107,5.907544380124797
id_108,5.013585312943006
id_109,79.35752523847151
id_110,49.03869753574634
id_111,16.269953891868564
id_112,26.928928499335484
id_113,15.326902263911544
id_114,14.138609040898569
id_115,24.505109410564827
id_116,26.70313132348128
id_117,11.186754560556668
id_118,17.733301460012708
id_119,19.68615711592556
id_120,80.88707527818241
id_121,24.638200720414293
id_122,38.72027558737746
id_123,25.10141839961796
id_124,6.509083171284848
id_125,36.985968421778296
id_126,7.195428363635145
id_127,22.682942888008256
id_128,28.92008004562648
id_129,63.4641081125412
id_130,21.580108020724616
id_131,23.434995765450804
id_132,59.91591813841564
id_133,15.886627258898471
id_134,14.612674330382514
id_135,2.1884037206566482
id_136,11.822198383407244
id_137,58.749199626622584
id_138,18.27652762640337
id_139,6.408725097771904
id_140,29.03982494788801
id_141,25.308274899104106
id_142,46.66245526118365
id_143,30.309773294028517
id_144,19.058103293927495
id_145,26.458714864303435
id_146,10.974374722232657
id_147,50.663760814987526
id_148,24.139236665785507
id_149,38.55627625743142
id_150,9.695060431651186
id_151,7.710305277209526
id_152,22.424029246074987
id_153,6.737665429263567
id_154,14.806307797221088
id_155,41.79856431710019
id_156,8.629735798602388
id_157,36.771955214604006
id_158,9.885489010587264
id_159,18.646775834420467
id_160,40.85270914515208
id_161,20.163552400337345
id_162,14.464471455177735
id_163,7.151267951802669
id_164,51.823614451807856
id_165,32.25356264021482
id_166,1.4782086815644515
id_167,15.806417003945747
id_168,62.471175530759155
id_169,13.042864063231148
id_170,65.21852932766778
id_171,39.008090426138615
id_172,25.520251022354316
id_173,20.029089731365872
id_174,60.75460878899955
id_175,26.510294173299833
id_176,21.702767632225612
id_177,38.19256517319779
id_178,12.621696696638798
id_179,31.458702522872095
id_180,15.043729107147895
id_181,11.906245065481249
id_182,56.64740122296516
id_183,47.532522234097435
id_184,14.828041946888114
id_185,36.31341212597141
id_186,25.274653058820512
id_187,70.967011975958
id_188,8.683723554732632
id_189,58.9582210856134
id_190,38.94950090367218
id_191,15.471027282601776
id_192,30.577184656220506
id_193,0.5968566161947173
id_194,19.00743485529684
id_195,0.7610426603132971
id_196,34.16559591126004
id_197,10.3146770473217
id_198,19.251167434148186
id_199,58.71314504213754
id_200,23.801457554360013
id_201,28.00816034180081
id_202,65.03118598839839
id_203,10.736325220639516
id_204,9.566004564554756
id_205,11.048672078222793
id_206,7.309184244794835
id_207,0.6858764721753445
id_208,126.64078792290641
id_209,20.207803468668587
id_210,16.25782474709961
id_211,12.699900831175642
id_212,37.42014663528356
id_213,36.43631054283051
id_214,17.678719474309922
id_215,35.41097052391563
id_216,80.69020402299259
id_217,0.12537211803761572
id_218,12.231613776350247
id_219,30.49808359657004
id_220,14.323157547765774
id_221,12.8053061457218
id_222,111.82343415682307
id_223,12.740758183674124
id_224,17.003792233860572
id_225,64.53126532989586
id_226,14.954491179582984
id_227,18.548370338231425
id_228,9.529282576674316
id_229,2.685301423203857
id_230,46.48696240182217
id_231,13.183586330551247
id_232,55.528400430081746
id_233,42.433279738360426
id_234,26.75472620463654
id_235,40.124391235010236
id_236,69.12315876858811
id_237,43.06039350537533
id_238,11.129537049316832
id_239,19.26186849434526
